ID,Label,Definition,Classification,symptoms
http://purl.obolibrary.org/obo/NBO_0000097,response to novel environment,"""Behavior related to the exploration/investigation of a novel environment."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000086,novelty response behavior,"""Behavior related to the exploration/investigation of a novel object, situation or environment."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/GO_0051867,"general adaptation syndrome, behavioral process","The set of behavioral processes that occur as part of the general adaptation syndrome, the response of the body to a strong, stressful stimulus.",,
http://purl.obolibrary.org/obo/NBO_0000430,muscular defense,"""A reflex of the abdominal muscles to contract upon mechanical force to the abdomen, and serves as protection."" [wikipedia:Muscular_defense]",,
http://purl.obolibrary.org/obo/DOID_4188,echolalia,A speech disorder that involves the automatic repetition of vocalizations made by another person.,,
http://purl.obolibrary.org/obo/behavior.owl/NBO_0002468,regulation of water consumption,"""Any process that modulates the frequency, rate or extent of water consumption, the specific actions or reactions of an organism in response to external or internal stimuli."" [NBOC:GVG]",,
http://purl.obolibrary.org/obo/MFOMD_0000110,catatonic behaviour,"
Marked motor abnormalities including motoric immobility (i.e., catalepsy or stupor), certain types of excessive motor activity (apparently purposeless agitation not influenced by external stimuli), extreme negativism (apparent motiveless resistance to instructions or attempts to be moved) or mutism, posturing or stereotyped movements, and echolalia or echopraxia. 


DSM-IV-TR (american Psychiatric Association)",,
http://purl.obolibrary.org/obo/DOID_1233,transvestism,,,
http://purl.obolibrary.org/obo/BFO_0000003,occurrent,,,
http://purl.obolibrary.org/obo/MFOMD_0000121,grandiosity,"
An inflated appraisal of one's worth, power, knowledge, importance, or identity. When extreme, grandiosity may be of delusional proportions.


DSM-IV-TR (american Psychiatric Association)",,
http://purl.obolibrary.org/obo/MFOMD_0000165,avolition,"Is characterized by an inability to initiate and persist in goal-directed activities.  The person may sit for long periods of time and show little interest in participating in work or social activities.


http://www.biopsychinstitute.com/psychiatric-disorders/schizophrenia",,
http://purl.obolibrary.org/obo/NBO_0000545,swallowing,,,
http://purl.obolibrary.org/obo/DOID_2055,post-traumatic stress disorder,"An anxiety disorder which results from a traumatic experience that results in psychological trauma.|Mental condition in which a person suffers severe anxiety and depression after a very frightening or shocking experience, such as an accident or a war.

http://dictionary.cambridge.org/dictionary/british/post-traumatic-stress-disorder|Post traumatic stress disorder (PTSD) can be summarized as a ""a normal reaction to abnormal events.""
 
Although the most important causal factor in PTSD is the traumatic event itself, individuals differ in the intensity of their cognitive and emotional responses to trauma; some persons appear to be more vulnerable than others. In some cases, this greater vulnerability is related to temperament or natural disposition, with shy or introverted people being at greater risk. In other cases, the person's vulnerability results from chronic illness, a physical disability, or previous traumatization—particularly abuse in childhood. 

Studies of specific populations have shed light on the social and cultural causes of PTSD. In general, societies that are highly authoritarian, glorify violence, or sexualize violence have high rates of PTSD even among civilians. Researchers have not found any correlation between race and biological vulnerability to PTSD.

The degree of risk for PTSD is related to three factors: 
- the amount and intensity of exposure to the suffering of trauma victims; 
- the worker's degree of empathy and sensitivity; 
- and unresolved issues from the worker's personal history.

The patient attempts to reduce the possibility of exposure to anything that might trigger memories of the trauma, and to minimize his or her reactions to such memories. This cluster of symptoms includes feeling disconnected from other people, psychic numbing, and avoidance of places, persons, or things associated with the trauma. Patients with PTSD are at increased risk of substance abuse as a form of self-medication to numb painful memories.

The patient suffers from significant social, interpersonal, or work-related problems as a result of the PTSD symptoms. 

http://www.minddisorders.com/Ob-Ps/Post-traumatic-stress-disorder.html


",30981,"A person suffering from Post Traumatic stress disorder can experience:
- Flashbacks 
- Nightmares or daydreams (in which the traumatic event is experienced again). 
- Experience of abnormally intense startle responses
- Insomnia 
- May have difficulty concentrating.
- Traumatic memories, which have two distinctive characteristics: 
     1) they can be triggered by stimuli that remind the patient of the traumatic event; 
     2) they have a ""frozen"" or wordless quality, consisting of images and sensations rather            than verbal descriptions.
 http://www.minddisorders.com/Ob-Ps/Post-traumatic-stress-disorder.html#ixzz2h8VzYrwc

"
http://purl.obolibrary.org/obo/MFOMD_0000173,undoing,"A symbolic attempt, often ritualistic or repetitive, to right a wrong or negate some disapproved thought, impulse or act.


""Understanding abnormal behavior"". David Sue, Derald Wing Sue, Stanley Sue.",,
http://purl.obolibrary.org/obo/NBO_0000088,acute stress response,"""Behavior related to the preparation of the body to ""fight\"" or \""flee\"" from perceived attack, harm or threat."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000099,response to novel odor,"""Behavior related to the exploration/investigation of a novel odor."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/DOID_4543,retrograde amnesia,An amnestic disorder that involves a loss of one's pre-existing memories to conscious recollection.,,
http://purl.obolibrary.org/obo/NBO_0000077,courtship behavior,"""The behavioral interactions between organisms for the purpose of attracting sexual partners."" [GOC:dph]",,
http://purl.obolibrary.org/obo/NBO_0000064,regulation of drinking behavior,"""A feeding behavior associated with the intake or the frequency of intake or preference or manner of intake of liquids."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000275,groupthink,,,
http://purl.obolibrary.org/obo/MFOMD_0000172,displacement,"Directing an emotion, such as hostility or anxiety, toward a substitute target.


""Understanding abnormal behavior"". David Sue, Derald Wing Sue, Stanley Sue.",,
http://purl.obolibrary.org/obo/MF_0000025,intelligence,"A mental disposition realised in processes involving understanding complex ideas, adapting effectively to the environment, learning from experience, engaging in various forms of reasoning, and overcome obstacles through the outcome of thinking processes.",,
http://purl.obolibrary.org/obo/GO_0007610,behavior,The specific actions or reactions of an organism in response to external or internal stimuli. Patterned activity of a whole organism in a manner dependent upon some combination of that organism's internal state and external conditions.|Note that this term is in the subset of terms that should not be used for direct gene product annotation. Annotations to this term will be removed during annotation QC.,,
http://purl.obolibrary.org/obo/DOID_2468,psychotic disorder,"A cognitive disorder that involves abnormal thinking and perceptions resulting in a disconnection with reality.|Disorders that include psychotic symptoms as a prominent aspect of their presentation.

DSM-IV-TR (american Psychiatric Association)|Should be understood that psychotic symptoms are not necessarily consider to be core or fundamental features of these disorders, nor do the disorders in this section necessarily have a common aetiology.",,
http://purl.obolibrary.org/obo/MFOMD_0000184,nervousness,"Feeling of worry and anxiety.


http://dictionary.cambridge.org/dictionary/british/nervousness",,
http://purl.obolibrary.org/obo/DOID_0050742,nicotine dependence,A substance addiction in which the substance compulsively consumed is nicotine (CHEBI:18723).,,
http://purl.obolibrary.org/obo/OGMS_0000022,manifestation of a disease,A quality of a patient that is (a) a deviation from clinical normality that exists in virtue of the realization of a disease and (b) is observable.,,
