idPessoa,data_hora,trabalho_proprio,historico_familiar,tratamento,interferencia_trabalho,trabalho_remoto,empresa_ti,conhece_opcoes,programa_saude,busca_tratamento,anonimidade,licenca_medica,mental_consequencia,fisica_consequencia,mental_entrevista,fisica_entrevista,mental_fisica,houve_consequencias
1139,2014-09-01 9:15:34,No,No,No,Rarely,No,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,No,Yes,Don't know,Yes
1140,2014-09-01 10:06:14,No,No,No,Sometimes,No,No,No,No,No,Don't know,Somewhat easy,Yes,Maybe,No,No,Don't know,Yes
1141,2014-09-01 10:40:32,No,Yes,No,NA,No,No,Yes,No,No,Yes,Don't know,Maybe,No,No,Yes,Yes,No
1142,2014-09-01 12:00:28,No,No,No,Never,No,No,Yes,Yes,Yes,Yes,Somewhat difficult,No,No,No,Yes,Yes,No
1143,2014-09-01 12:45:24,No,Yes,No,Sometimes,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,No,No,No,Don't know,No
1144,2014-09-01 17:59:14,No,Yes,Yes,Sometimes,No,Yes,Not sure,Don't know,Don't know,Don't know,Very easy,No,No,Maybe,Yes,Don't know,No
1145,2014-09-01 21:03:25,No,Yes,Yes,Sometimes,No,No,No,No,No,Yes,Very easy,Maybe,Maybe,Maybe,Maybe,Yes,No
1146,2014-09-01 21:34:12,No,Yes,Yes,Often,No,No,Yes,No,Yes,Don't know,Somewhat easy,Yes,No,No,Yes,Don't know,No
1147,2014-09-01 22:58:47,No,No,No,Rarely,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
1148,2014-09-02 3:13:53,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Maybe,Maybe,No,No,Don't know,Yes
1149,2014-09-02 4:00:58,No,No,No,Never,No,Yes,No,No,No,Don't know,Don't know,Yes,Maybe,No,Maybe,Don't know,No
1150,2014-09-02 8:00:33,No,Yes,Yes,Rarely,No,Yes,Not sure,No,Don't know,Don't know,Don't know,No,No,No,Maybe,No,No
1151,2014-09-02 8:24:43,No,Yes,No,Rarely,No,No,Yes,Yes,Yes,Yes,Very easy,No,No,Maybe,Maybe,Yes,No
1152,2014-09-02 9:57:22,No,Yes,Yes,Often,No,No,Not sure,No,No,Don't know,Somewhat easy,Yes,No,No,Maybe,Don't know,No
1153,2014-09-02 13:18:35,Yes,No,No,Never,Yes,Yes,Not sure,No,No,Don't know,Very easy,No,No,Maybe,Maybe,Yes,No
1154,2014-09-02 17:04:56,Yes,No,No,Never,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Very easy,Yes,Yes,No,No,Don't know,No
1155,2014-09-02 20:23:49,No,Yes,Yes,Never,No,Yes,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,No,No,Don't know,No
1156,2014-09-02 20:57:56,No,Yes,Yes,Rarely,No,Yes,Yes,No,No,Don't know,Don't know,No,No,No,No,Don't know,No
1157,2014-09-03 1:32:51,No,No,No,Never,Yes,Yes,No,No,Don't know,Don't know,Don't know,Yes,No,No,No,No,No
1158,2014-09-03 13:09:52,No,No,Yes,Sometimes,No,Yes,Yes,No,No,Don't know,Don't know,Yes,No,No,Maybe,Don't know,No
1159,2014-09-04 6:23:48,No,No,No,Never,No,Yes,No,No,Yes,Don't know,Don't know,Maybe,Yes,No,No,Yes,No
1160,2014-09-04 8:35:49,No,No,No,NA,No,Yes,Not sure,No,No,Don't know,Don't know,Yes,Yes,No,No,Don't know,No
1161,2014-09-04 17:38:22,No,Yes,Yes,Sometimes,Yes,Yes,No,No,Don't know,Don't know,Somewhat easy,Maybe,No,Maybe,Maybe,Don't know,No
1162,2014-09-04 23:42:28,No,No,Yes,Often,Yes,No,Yes,No,No,Yes,Don't know,Maybe,No,No,Maybe,No,No
1163,2014-09-05 14:15:48,No,Yes,No,Sometimes,No,Yes,No,Yes,Don't know,Don't know,Don't know,Maybe,No,No,No,Don't know,No
1164,2014-09-05 14:19:00,No,Yes,Yes,Sometimes,No,No,Yes,Yes,Yes,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
1165,2014-09-08 0:52:31,No,No,No,Never,Yes,Yes,Not sure,No,No,Don't know,Don't know,Maybe,No,No,Yes,Don't know,No
1166,2014-09-08 16:46:53,No,No,No,Often,No,Yes,No,No,No,No,Very difficult,Yes,No,No,Maybe,Yes,No
1167,2014-09-08 21:30:59,No,No,Yes,Sometimes,No,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,No
1168,2014-09-09 13:49:50,No,No,No,NA,No,Yes,Not sure,No,No,Don't know,Don't know,Maybe,No,Maybe,Yes,No,No
1169,2014-09-11 17:00:30,No,No,No,NA,No,No,No,Yes,Yes,Don't know,Don't know,Yes,Maybe,No,No,Don't know,No
1170,2014-09-12 19:18:18,No,Yes,Yes,Sometimes,No,Yes,Yes,No,Yes,Yes,Somewhat easy,No,No,No,Maybe,Yes,Yes
1171,2014-09-13 7:52:27,No,No,Yes,Sometimes,No,Yes,No,No,No,Don't know,Very difficult,Maybe,No,Yes,Yes,No,Yes
1172,2014-09-14 9:04:08,No,No,No,Rarely,No,No,No,No,No,Don't know,Very difficult,Yes,Yes,No,Maybe,No,No
1173,2014-09-14 20:50:05,No,Yes,No,NA,No,Yes,No,No,No,Don't know,Somewhat difficult,No,No,No,No,Don't know,Yes
1174,2014-09-20 13:51:05,No,Yes,Yes,Rarely,No,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,No,Maybe,No,No
1175,2014-09-23 20:05:05,No,No,No,Never,No,Yes,No,No,Don't know,Don't know,Don't know,No,No,No,Yes,No,Yes
1176,2014-09-26 8:45:56,Yes,No,No,Sometimes,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,No,No,Maybe,Maybe,Don't know,No
1177,2014-09-26 10:05:55,No,No,Yes,Sometimes,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,Maybe,No,No,No
1178,2014-09-26 21:25:14,No,No,Yes,Sometimes,No,Yes,Yes,No,No,Yes,Don't know,Maybe,Maybe,No,No,No,No
1179,2014-09-30 9:19:01,No,Yes,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Don't know,Maybe,No,No,Maybe,No,Yes
1180,2014-10-02 21:25:16,No,Yes,Yes,Never,Yes,No,Not sure,Don't know,Yes,Don't know,Somewhat easy,Maybe,Maybe,No,No,Don't know,Yes
1181,2014-10-05 21:16:10,No,Yes,Yes,Sometimes,Yes,Yes,No,No,No,Yes,Don't know,Maybe,Maybe,No,No,Yes,No
1182,2014-10-09 11:14:59,No,No,Yes,Often,No,Yes,Yes,No,No,Don't know,Very difficult,Yes,Maybe,No,No,Don't know,No
1183,2014-11-05 10:08:44,No,No,No,Never,No,No,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,No,No,Yes,No
1184,2014-11-06 11:24:38,Yes,No,No,Rarely,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,Don't know,No
1185,2014-11-16 8:42:35,No,Yes,Yes,Sometimes,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,No,No,No,Don't know,No
1186,2014-12-01 9:58:28,No,No,No,NA,No,Yes,Not sure,No,No,Yes,Very easy,Maybe,No,No,No,Don't know,No
1187,2014-12-15 0:43:49,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Yes,Don't know,Maybe,No,No,No,Yes,No
1188,2015-01-03 3:38:30,No,Yes,Yes,Sometimes,No,Yes,Yes,No,Yes,Yes,Don't know,Maybe,No,No,No,Don't know,No
1189,2015-02-21 4:16:05,No,Yes,No,Sometimes,No,Yes,Not sure,Yes,Yes,Yes,Don't know,Maybe,No,No,Maybe,Don't know,No
1190,2015-02-21 4:16:23,No,No,No,Never,Yes,Yes,No,No,No,Don't know,Somewhat easy,No,No,No,Yes,Don't know,No
1191,2015-02-21 4:18:48,No,No,No,Never,No,Yes,Not sure,Don't know,Don't know,Yes,Don't know,No,No,Yes,Maybe,No,No
1192,2015-02-21 4:19:28,No,No,No,NA,No,Yes,Not sure,No,No,Don't know,Don't know,No,No,Yes,Yes,Don't know,No
1193,2015-02-21 4:23:05,No,No,Yes,Sometimes,No,No,Yes,Yes,No,Yes,Don't know,Yes,Yes,No,No,Yes,No
1194,2015-02-21 4:32:45,No,No,No,Rarely,No,Yes,No,No,No,No,Don't know,Maybe,No,No,Maybe,No,No
1195,2015-02-21 4:34:56,No,No,Yes,Often,No,Yes,No,No,No,Don't know,Somewhat difficult,Yes,Maybe,No,Maybe,No,No
1196,2015-02-21 4:41:28,No,No,Yes,Often,Yes,Yes,Not sure,No,Don't know,Don't know,Very difficult,Yes,Maybe,No,No,Don't know,No
1197,2015-02-21 4:51:53,No,No,No,NA,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,No,Don't know,No
1198,2015-02-21 4:55:11,No,No,Yes,Often,Yes,Yes,Yes,No,No,Don't know,Don't know,Yes,No,No,Maybe,No,No
1199,2015-02-21 5:11:37,No,No,Yes,Rarely,No,Yes,No,No,No,Don't know,Somewhat easy,Yes,Yes,No,No,No,Yes
1200,2015-02-21 5:34:27,Yes,No,Yes,NA,No,Yes,Yes,No,No,No,Don't know,No,No,No,Maybe,Don't know,No
1201,2015-02-21 5:55:13,No,No,No,NA,No,Yes,Not sure,No,No,Don't know,Somewhat easy,Maybe,Maybe,No,Maybe,Don't know,No
1202,2015-02-21 5:55:17,No,Yes,Yes,Never,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,No,No,No,Don't know,No
1203,2015-02-21 6:06:09,No,No,Yes,Sometimes,No,Yes,No,No,No,Don't know,Somewhat easy,No,No,No,Maybe,Don't know,No
1204,2015-02-21 6:19:41,No,Yes,No,Often,Yes,No,Not sure,No,No,Don't know,Somewhat easy,Maybe,No,Maybe,Yes,Yes,No
1205,2015-02-21 8:21:36,No,No,Yes,Sometimes,No,Yes,Yes,No,No,No,Very easy,Maybe,Maybe,No,No,No,No
1206,2015-02-21 8:54:40,No,Yes,No,Often,No,Yes,Yes,No,No,Don't know,Somewhat easy,No,No,Maybe,Maybe,Don't know,Yes
1207,2015-02-21 8:56:27,No,Yes,Yes,Sometimes,No,Yes,Not sure,No,No,Don't know,Somewhat difficult,Maybe,No,No,Maybe,No,No
1208,2015-02-21 9:10:26,No,Yes,No,NA,No,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Don't know,No
1209,2015-02-21 9:16:45,No,No,No,Never,Yes,Yes,Not sure,No,No,Don't know,Don't know,Yes,No,No,No,No,Yes
1210,2015-02-21 9:18:20,No,No,Yes,Sometimes,No,No,Yes,No,Yes,Yes,Somewhat difficult,Maybe,Maybe,No,Maybe,No,Yes
1211,2015-02-21 9:19:12,No,No,No,Sometimes,No,Yes,No,No,No,Don't know,Very difficult,Yes,Yes,No,Maybe,No,Yes
1212,2015-02-21 9:22:23,No,No,Yes,Often,Yes,Yes,Yes,No,No,Yes,Don't know,Maybe,No,No,Maybe,Don't know,No
1213,2015-02-21 9:29:20,No,No,No,NA,No,Yes,Not sure,No,No,Don't know,Somewhat easy,Maybe,Maybe,No,No,Don't know,No
1214,2015-02-21 9:30:14,No,No,No,Rarely,Yes,No,Not sure,No,Yes,Don't know,Don't know,No,No,No,No,Don't know,No
1215,2015-02-21 9:30:29,No,No,No,Never,No,Yes,Yes,No,No,No,Somewhat difficult,Yes,Yes,No,No,No,No
1216,2015-02-21 9:33:29,No,No,No,NA,No,Yes,Not sure,No,No,Don't know,Somewhat easy,Maybe,Maybe,No,No,Don't know,No
1217,2015-02-21 9:48:13,No,No,Yes,Sometimes,Yes,Yes,No,Yes,Yes,Yes,Very easy,No,No,No,No,Don't know,No
1218,2015-02-21 10:00:50,No,Yes,Yes,Often,No,Yes,No,No,No,Don't know,Don't know,Maybe,No,No,No,No,No
1219,2015-02-21 10:45:51,No,Yes,Yes,Sometimes,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Yes,Yes,Don't know,No
1220,2015-02-21 11:48:52,Yes,No,Yes,Rarely,Yes,Yes,Yes,Don't know,Yes,No,Somewhat easy,No,No,Yes,Yes,Yes,No
1221,2015-02-21 11:55:46,No,No,No,Never,No,Yes,No,No,No,Don't know,Somewhat easy,Maybe,No,No,Maybe,Yes,Yes
1222,2015-02-21 13:19:11,No,Yes,Yes,Sometimes,No,Yes,Yes,No,Yes,Don't know,Somewhat easy,Maybe,No,No,Maybe,Yes,Yes
1223,2015-02-21 15:28:57,No,No,Yes,Rarely,No,Yes,Yes,Yes,No,Don't know,Don't know,No,No,No,Maybe,Don't know,No
1224,2015-02-21 17:19:18,No,No,No,NA,No,No,Not sure,Yes,Don't know,Don't know,Somewhat easy,Maybe,Maybe,No,No,Yes,No
1225,2015-02-21 18:54:12,No,Yes,No,Never,No,Yes,Yes,Don't know,Yes,Yes,Don't know,Maybe,No,No,No,Don't know,No
1226,2015-02-21 18:59:05,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Don't know,Somewhat easy,Yes,No,No,Maybe,Don't know,No
1227,2015-02-22 2:40:32,No,No,No,NA,Yes,Yes,No,No,No,Yes,Don't know,Yes,No,No,No,Don't know,No
1228,2015-02-24 8:54:35,No,Yes,Yes,Sometimes,No,Yes,Yes,No,Yes,Yes,Very easy,No,No,Maybe,Maybe,Yes,No
1229,2015-02-24 8:58:08,Yes,No,Yes,Sometimes,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,No,Maybe,Don't know,Yes
1230,2015-02-24 9:00:56,No,Yes,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No
1231,2015-02-24 9:13:49,No,No,Yes,Rarely,No,Yes,Yes,No,No,Don't know,Don't know,No,No,No,Maybe,Don't know,No
1232,2015-02-24 9:15:13,No,No,Yes,Sometimes,No,No,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,Maybe,Don't know,No
1233,2015-02-24 9:18:25,No,No,Yes,Often,No,Yes,Yes,Yes,Don't know,Don't know,Don't know,Maybe,No,No,No,Don't know,No
1234,2015-02-24 10:32:32,No,No,Yes,Often,Yes,Yes,No,Yes,Don't know,Don't know,Somewhat easy,Maybe,Maybe,No,Maybe,Don't know,No
1235,2015-02-26 5:44:16,No,No,No,Sometimes,No,Yes,Yes,No,No,Yes,Don't know,Yes,Maybe,No,No,No,Yes
1236,2015-04-02 15:47:43,No,Yes,Yes,Often,No,No,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,No,No,No,Yes
1237,2015-04-04 11:22:05,No,No,No,Sometimes,No,Yes,No,No,No,Don't know,Don't know,Maybe,No,Maybe,Yes,Don't know,No
1238,2015-04-06 14:58:29,No,Yes,Yes,Sometimes,No,Yes,No,No,No,Yes,Somewhat easy,No,No,No,No,Don't know,No
1239,2015-04-11 14:35:22,Yes,No,Yes,Often,Yes,Yes,No,No,No,Don't know,Somewhat easy,Maybe,No,No,No,Don't know,No
1240,2015-04-23 14:03:51,No,No,Yes,Rarely,No,Yes,No,No,Don't know,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
1241,2015-05-05 14:22:18,No,Yes,Yes,Rarely,Yes,Yes,Yes,No,Yes,Don't know,Don't know,No,No,No,No,Don't know,No
1242,2015-05-05 15:16:25,No,No,No,NA,No,No,No,No,Don't know,Don't know,Don't know,Maybe,No,No,Yes,No,No
1243,2015-05-06 10:14:50,No,Yes,Yes,Often,No,No,Yes,Yes,Yes,Yes,Don't know,Maybe,Maybe,No,Maybe,Don't know,Yes
1244,2015-05-06 16:55:58,No,No,No,Never,No,Yes,Not sure,Don't know,Yes,Don't know,Somewhat easy,No,No,Maybe,Yes,Don't know,No
1245,2015-05-07 10:08:50,No,No,Yes,Often,No,Yes,No,No,No,No,Very difficult,Yes,No,No,Maybe,Don't know,Yes
1246,2015-06-25 12:24:31,No,Yes,Yes,Sometimes,No,Yes,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,Don't know,No
1247,2015-07-22 18:57:54,No,Yes,Yes,Sometimes,No,Yes,Yes,Don't know,No,Yes,Very easy,No,No,Maybe,Maybe,Yes,No
1248,2015-07-27 23:25:34,Yes,Yes,Yes,Often,No,Yes,Not sure,Yes,Yes,Don't know,Don't know,No,No,Maybe,Maybe,Yes,No
1249,2015-08-17 9:38:35,No,Yes,Yes,Often,No,No,Yes,No,No,Don't know,Somewhat easy,No,No,No,Yes,Yes,No
1250,2015-08-20 16:52:09,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,No,Yes,Don't know,Yes,No,No,Maybe,No,No
1251,2015-08-25 19:59:38,No,Yes,No,Rarely,No,No,No,Yes,Yes,Don't know,Somewhat easy,Maybe,Maybe,No,No,Don't know,No
1252,2015-09-12 11:17:21,No,No,Yes,NA,No,Yes,No,No,No,Don't know,Somewhat easy,No,No,No,No,Don't know,No
1253,2015-09-26 1:07:35,No,Yes,Yes,Often,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,No,No,No,No,Yes,No
1254,2015-11-07 12:36:58,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Don't know,Somewhat difficult,Yes,Yes,No,No,No,No
1255,2015-11-30 21:25:06,No,No,No,NA,Yes,Yes,Yes,No,No,Don't know,Don't know,Yes,No,No,No,No,No
1256,2016-02-01 23:04:31,No,Yes,Yes,Sometimes,No,No,Yes,No,No,Yes,Don't know,Maybe,No,No,No,Don't know,No
